IDrace,gene_sz_race_name,gene_sz_abbreviation,gene_sz_filename,fkIDcountry,fkIDrace_class,fkIDfirst_stage,fkIDlast_stage,gene_f_popularity,gene_i_number_stages,gene_sz_mailOrganisateur,gene_ilist_fkIDteam,gene_ilist_objectif_info,CONSTANT,gene_sz_classification_xml,gene_f_organisateur_coeff,fkIDrace_type,gene_b_national_tour,fkID_iconic_region,gene_i_comfort,gene_b_aso,gene_sz_currentvariant,value_i_prime,gene_b_selected,value_i_offsetLeapYear
725,Estonia - National Championships ITT,EST TT,natitt-est,12,23,1725,1725,6.0,1,ejl@ejl.ee,(),(),champ_estonia_itt,default,0.0,13,0,0,2,0,,2465,1,0
726,Ireland - National Championships ITT,IRL TT,natitt-irl,31,23,1726,1726,8.0,1,chris.white@cyclingireland.ie,(),(),champ_ireland_itt,default,0.0,13,0,0,2,0,,2242,1,0
727,South Korea - National Championships ITT,KOR TT,natitt-kor,79,23,1727,1727,3.0,1,organisateurs@southkorea-ch.kr,(),(),champ_southkorea_itt,default,0.0,13,0,0,2,0,,2482,1,0
728,Latvia - National Championships ITT,LAT TT,natitt-lva,16,23,1728,1728,8.0,1,toms@lrf.lv,(),(),champ_latvia_itt,default,0.0,13,0,0,2,0,,2451,1,0
729,New Zealand - National Championships ITT,NZL TT,natitt-nzl,34,23,1729,1729,7.0,1,events@cyclingnewzealand.nz,(),(),champ_newzealand_itt,default,1.0,13,0,0,2,0,,1169,1,0
730,Poland - National Championships ITT,POL TT,natitt-pol,30,23,1730,1730,9.0,1,d.banaszek@bdc-development.pl,(),(),champ_poland_itt,default,0.0,13,0,0,2,0,,2209,1,0
731,Portugal - National Championships ITT,POR TT,natitt-por,29,23,1731,1731,6.0,1,geral@fpciclismo.pt,(),(),champ_portugal_itt,default,0.0,13,0,0,2,0,,2331,1,0
732,Russia - National Championships ITT,RUS TT,natitt-rus,15,23,1732,1732,6.0,1,organisateurs@russia-ch.ru,(),(),champ_russia_itt,default,0.0,13,0,0,2,0,,2432,1,0
733,South Africa - National Championships ITT,SAR TT,natitt-sar,36,23,1733,1733,5.0,1,info@cyclingsa.com,(),(),champ_southafrica_itt,default,1.0,13,0,0,2,0,,1174,1,0
734,Slovenia - National Championships ITT,SLO TT,natitt-slo,28,23,1734,1734,11.0,1,organisateurs@slovenia-ch.si,(),(),champ_slovenia_itt,default,0.0,13,0,0,2,0,,2128,1,0
735,Slovakia - National Championships ITT,SVK TT,natitt-svk,27,23,1735,1735,6.0,1,balaztomas76@gmail.com,(),(),champ_slovakia_itt,default,0.0,13,0,0,2,0,,2442,1,0
736,Venezuela - National Championships ITT,VEN TT,natitt-ven,45,23,1736,1736,2.0,1,fvciclismove@gmail.com,(),(),champ_venezuela_itt,default,0.0,13,0,0,2,0,,2543,1,0
737,Ukraine - National Championships ITT,UKR TT,natitt-ukr,38,23,1737,1737,4.0,1,federation@velosport.org.ua,(),(),champ_ukraine_itt,default,0.0,13,0,0,2,0,,2426,1,0
738,New Zealand - National Road Championships,NZL RR,nat-nzl,34,22,1738,1738,10.0,1,events@cyclingnewzealand.nz,(),(),champ_newzealand,cont_12,1.0,9,0,0,4,0,,1168,1,0
739,Australia - National Championships ITT,AUS TT,natitt-aus,20,23,1739,1739,16.0,1,road@auscycling.org.au,(),(),champ_australia_itt,default,1.0,13,0,0,2,0,,1165,1,0
740,Latvia - National Road Championships,LAT RR,nat-lva,16,22,1740,1740,15.0,1,toms@lrf.lv,(),(),champ_latvia,cont_12,0.0,9,0,0,4,0,,15785,1,0
743,Argentina - National Championships ITT,ARG TT,natitt-arg,46,23,1743,1743,5.0,1,secretariafacpyr@yahoo.com.ar,(),(),champ_argentina_itt,default,0.0,13,0,0,2,0,,1251,1,0
745,Cyprus - National Road Championships,CYP RR,nat-cyp,101,22,1745,1745,6.0,1,ccf@cytanet.com.cy,(),(),champ_cyprus,cont_12,0.0,9,0,0,4,0,,1365,1,0
746,Cyprus - National Championships ITT,CYP TT,natitt-cyp,101,23,1746,1746,3.0,1,ccf@cytanet.com.cy,(),(),champ_cyprus_itt,default,0.0,13,0,0,2,0,,1366,1,0
747,Heylen Vastgoed Heistse Pijl,Heistse,c1_heistse,4,17,1747,1747,18.0,1,jef@isea.be,"(99,37,34,33,10,15,12,35,70,9,100,69,25,226,236,87,327,211,110,253,158,409)",(),heistse,cont_11,1.0,17,0,0,3,0,,349,1,0
748,Omloop van het Houtland,Lichtervelde,c1_lichtervelde,4,17,1748,1748,14.0,1,info@omloopvanhethoutland.be,"(20,10,37,13,34,6,1,15,12,9,22,69,25,226,236,99,87,253,526,110,409)",(),lichtervelde,cont_11,1.0,15,0,0,2,0,,170,1,0
749,Grand Prix d'Ongola,Ongola,c2_ongola,9,18,1749,1749,2.0,1,fecacyclisme2013@yahoo.fr,"(270,450,596,273,536,530,617,587,588,585)",(),ongola,cont_12,1.0,9,0,0,2,0,,19038,1,0
750,Tour du Rwanda,Rwanda,t1_rwanda,42,11,1750,8750,14.0,8,contact@tourdurwanda.rw,"(42,586,202,270,204,25,159,222,644,205)",(),rwanda,t1_rwanda,1.0,2,1,0,5,0,,450,1,0
751,Tour de Taiwan,Taiwan,t1_taiwan,84,11,1751,5751,10.0,5,tourdetw@ms35.hinet.net,"(105,92,35,70,100,38,446,365,171,232,379,431,109,267,259,238)",(),taiwan,t1_taiwan,1.0,3,1,0,3,0,,132,1,0
752,Grande Prémio Internacional Beiras e Serra da Estrela,Beiras,t1_beiras,29,11,1752,3752,6.0,3,amcb@amcb.pt,"(38,299,365,171,232,431,608,195,610,109,105,412,259,228)",(),beiras,t1_beiras,1.0,2,0,0,3,0,,4008,1,0
753,Tour of Japan,Japan,t2_japan,21,12,1753,8753,8.0,8,toj.team@gmail.com,"(95,176,216,363,247,251,181,243,320,244,237,267)",(),japantour,t2_japan,1.0,2,1,0,3,0,,341,1,0
754,Tour de Hongrie,Hongrie,t0_hongrie,40,10,1754,5754,21.0,5,info@tdh.hu,"(11,16,33,20,13,12,22,100,69,236,102,35,70,81,123,326,221,239)",(),hongrie,t0_hongrie,1.0,7,1,0,2,0,,765,1,0
758,Tour of Taihu Lake,Taihu,t1_taihu,25,11,1758,4758,12.0,4,touroftaihulake@126.com,"(34,12,92,100,9,176,123,81,446,422,242,225,423,261,199,333,251,250,146,184,363,216)",(),taihu,t1_taihu,1.0,4,0,0,3,0,,242,1,0
759,Gravel and Tar Classic,GravelTar,c2_gravelandtar,34,18,1759,1759,8.0,1,steve@gravelandtar.com,"(251,185,557,253,218,197,220,393)",(),gravel,cont_12,0.0,17,0,0,4,0,,8467,1,0
760,Arno Wallaard Memorial,Wallaard,c2_arnowallaardmemorial,5,18,1760,1760,4.0,1,info@arnowallaardmemorial.nl,"(140,434,161,147,110,627,158,202,167,146,238,409,149,220,267,563,554)",(),arnowallaard,cont_12,1.0,15,0,510,3,0,,428,1,0
761,Memorial Andrzeja Trochanowskiego,Trochanow,c2_trochanowskiego,30,18,1761,1761,3.0,1,mazoviateam@interia.pl,"(172,224,415,621,167,179,182,614,180,336,235,563,317,162,140,106,554,369,654)",(),trochanow,cont_12,1.0,15,0,0,3,0,,531,1,0
762,Circuito del Porto - Trofeo Arvedi,Porto,c2_porto,2,18,1762,1762,4.0,1,ccc1891@cccremonese1891.com,"(176,604,230,336,224,335,160,410,170,395,337,221,149,398,112,173,378,605,416,645)",(),porto,cont_12,1.0,15,0,0,3,0,,535,1,0
764,Visegrad 4 Kerekparverseny,V4Hungary,c2_v4hungary,40,18,1764,1764,5.0,1,mozgasegeszsegrekreacio@gmail.com,"(575,415,611,450,58,614,221,250,172,604,317)",(),v4hungary,cont_12,1.0,10,0,0,3,0,,582,1,0
765,Visegrad 4 Bicycle Race - GP Slovakia,V4Slovakia,c2_v4slovakia,27,18,1765,1765,5.0,1,zilovec@respect-slovakia.sk,"(415,615,611,450,58,614,250,604,317)",(),v4slovakia,cont_12,1.0,15,0,0,3,0,,581,1,0
766,Visegrad 4 Bicycle Race Grand Prix Poland,V4Poland,c2_v4poland,30,18,1766,1766,5.0,1,dzkol@dzkol.eu,"(611,162,106,614,415,58,450,172,563,615,224,220,317,239,654)",(),v4poland,cont_12,1.0,10,0,0,3,0,,579,1,0
767,Visegrad 4 Bicycle Race - GP Czech Republic,V4Czech,c2_v4czech,33,18,1767,1767,5.0,1,info@ceskysvazcyklistiky.cz,"(415,251,611,450,58,274,614,235,172,317,162,410)",(),v4czechrepublic,cont_12,1.0,10,0,0,3,0,,580,1,0
771,Trofeo Alcide Degasperi,Degasperi,c2_degasperi,2,18,1771,1771,6.0,1,usauroratrento@gmail.com,"(81,176,221,395,378,135,178,160,605,336,337,173,149,604,649,650)",(),degasperi,cont_12,1.0,10,0,0,3,0,,546,1,0
772,GP Jornal de Noticias,Jornal,t2_gpjornal,29,12,1772,8772,2.0,8,geral@fpciclismo.pt,"(105,38,299,365,232,379,109,259,608,610)",(),gpjornal,t2_gpjornal,0.0,4,0,0,2,0,,894,1,0
773,Grande Premio O Jogo,GPJogo,t2_ojogo,29,12,1773,4773,2.0,4,cm-pinhel@cm-pinhel.pt,"(365,105,171,379,259,38,109,299,232,608,610)",(),ojogo,t2_ojogo,0.0,4,0,0,2,0,,11611,1,0
774,Tour Gateh d'Tranung - Jelajah Terengganu,TGateh,t2_tranung,49,12,1774,5774,1.0,5,mncf@email.com,"(216,254,196,557,264,612,262,269,363,200,228,360)",(),tourtranung,t2_tranung,0.0,7,0,0,2,0,,22030,1,0
775,Slezanski Mnich - VeloBank Bruki & Szutry,SleMni,c2_slezanski,30,18,1775,1775,2.0,1,kssleza@gmail.com,"(611,162,106,415,220,614,369,172,317,58,654)",(),slezanski,cont_12,1.0,15,0,0,3,0,,9376,1,0
777,GP Capodarco Comunita Di Capodarco,Capodarco,c2u_capodarco,2,19,1777,1777,8.0,1,adriano@gpcapodarco.net,"(395,230,81,159,221,149,160,337,336,250,398,114,378,212,605,416,590,170,607,604,603,560)",(),capodarco,cont_12,1.0,10,0,0,3,0,,568,1,0
778,Clássica Viana do Castelo,ClásCastelo,c2_viana,29,18,1778,1778,2.0,1,geral@fpciclismo.pt,"(38,259,232,109,299,105,379,365,171,608,610,607,177)",(),vianacastelo,cont_12,0.0,10,0,2901,3,0,,15907,1,0
779,Vuelta al Tolima,Tolima,t2_tolima,11,12,1779,3779,2.0,3,realmastercol@outlook.com,"(217,215,516,43,520,519,198,539)",(),vueltaaltolima,t2_tolima,0.0,3,0,0,2,0,,1946,1,0
780,Sweden - National Championships ITT,SWD TT,natitt-swe,32,23,1780,1780,4.0,1,goranmattsson.uck@hotmail.com,(),(),champ_sweden_itt,default,0.0,13,0,0,2,0,,2408,1,0
781,Giro del Medio Brenta,Brenta,c2_brenta,2,18,1781,1781,5.0,1,info@studiomichielon.it,"(230,335,160,179,603,221,149,398,604,176,159,605)",(),giromedia,cont_12,1.0,10,0,0,3,0,,559,1,0
782,Grand Prix de la Ville de Pérenchies,Perenchies,c2_perenchies,3,18,1782,1782,4.0,1,roselyne.pysson@numericable.fr,"(59,210,233,442,595,68,204,253,650,659)",(),perenchies,cont_12,0.0,17,0,0,3,0,,583,1,0
785,Giro Himledalen,Himledalen,c2_himledalen,32,18,1785,1785,2.0,1,peter.larsson@cancano.se,"(180,182,624,184,161,434,147,238,622,628,619,621)",(),himledalen,cont_12,0.0,15,0,0,3,0,,20832,1,0
789,Vuelta al Táchira en Bicicleta,Tachira,t2_tachira,45,12,1789,10789,7.0,10,fvciclismove@gmail.com,"(419,213,533,534,535,539,43,519,238)",(),tachira,t2_tachira,1.0,3,0,0,3,0,,454,1,0
792,Tour of the Gila,Gila,t2_tourgila,6,12,1792,5792,4.0,5,brennan5231@comcast.net,"(233,198,235,43,378,625,550,522,523)",(),gila,t2_tourgila,1.0,2,0,0,3,0,,239,1,0
793,Clásico RCN,ClaRCN,t2_rcn,11,12,1793,9793,4.0,9,clasicorcn.com.co,"(520,43,215,534,533,217,519,516)",(),clasicorcn,t2_rcn,0.0,3,0,0,2,0,,375,1,0
794,Cycling Tour of Albania,Albania,t2_albania,97,12,1794,5794,4.0,5,info@albcycling.al,"(582,572,625,560,575,224,584,646)",(),albaniatour,t2_albania,1.0,16,1,0,3,0,,7657,1,0
795,Flèche du Sud,FlecheSud,t1_flechedusud,19,11,1795,5795,10.0,5,vuesch@pt.lu,"(327,146,415,409,326,153,240,135,207,597,149,174,167,395,431,652)",(),flechesud,t1_flechedusud,1.0,5,0,0,3,0,,67,1,0
796,Tour de Kumano,Kumano,t2_kumano,21,12,1796,4796,2.0,4,tourde-k@rifnet.or.jp,"(176,216,95,363,247,313,181,333,320,244,237,243,218,249)",(),kumano,t2_kumano,1.0,4,0,0,3,0,,502,1,0
797,Tour de Beauce,Beauce,t2_beauce,22,12,1797,5797,5.0,5,info@tourdebeauce.com,"(233,393,185,197,217,548,523,550,649,378)",(),beauce,t2_beauce,1.0,2,1,0,3,0,,235,1,0
798,Dookola Mazowsza,Dookola,t2_dookola,30,12,1798,4798,3.0,4,mazoviateam@interia.pl,"(172,224,415,253,621,167,179,654,182,614,180,336,235,563,317,162,140,106,554,369)",(),dookola,t2_dookola,1.0,8,0,0,3,0,,563,1,0
799,Tour de Serbie,Serbie,t2_serbie,50,12,1799,4799,4.0,4,office@bss.rs,"(239,273,612,195,337,625,222,575)",(),serbie,t2_serbie,1.0,16,1,0,3,0,,344,1,0
800,Gran Premio Industrie del Marmo,Marmo,c2u_marmo,2,19,1800,1800,6.0,1,ciclobruno@hotmail.com,"(160,81,173,250,378,114,410,416,335,395,337,221,149,398,212,336,604,603,645)",(),gpmarmo,cont_12,1.0,10,0,0,3,0,,313,1,0
802,Le Tour de Filipinas,Filip,t2_filipinas,88,12,1802,3802,0.0,3,makingitspecial@ubemedia.com,"(216,176,269,446,363,423,218,200,313,242,196,248,264)",(),filipinas,cont_22,1.0,5,1,0,3,0,,506,1,0
803,Angola - National Road Championships,AGO RR,nat-ago,77,22,1803,1803,5.0,1,faci.desporto@hotmail.com,(),(),champ_angola,cont_12,0.0,9,0,0,4,0,,3365,1,0
804,Algeria - National Road Championships,DZA RR,nat-dza,55,22,1804,1804,7.0,1,organisateurs@algeria-rr.dz,(),(),champ_algeria,cont_12,0.0,9,0,0,4,0,,2159,1,0
805,Ethiopia - National Road Championships,ETH RR,nat-eth,74,22,1805,1805,11.0,1,organisateurs@ethiopia-rr.et,(),(),champ_ethiopia,cont_12,0.0,9,0,0,4,0,,2529,1,0
806,Hungary - National Road Championships,HUN RR,nat-hun,40,22,1806,1806,12.0,1,info@bringasport.hu,(),(),champ_hungary,cont_12,0.0,9,0,0,4,0,,2531,1,0
807,Iran - National Road Championships,IRN RR,nat-irn,78,22,1807,1807,8.0,1,ircyclingfed@gmail.com,(),(),champ_iran,cont_12,0.0,9,0,0,4,0,,1661,1,0
808,Algeria - National Championships ITT,DZA TT,natitt-dza,55,23,1808,1808,3.0,1,organisateurs@algeria-ch.dz,(),(),champ_algeria_itt,default,0.0,13,0,0,2,0,,2160,1,0
809,Angola - National Championships ITT,AGO TT,natitt-ago,77,23,1809,1809,1.0,1,faci.desporto@hotmail.com,(),(),champ_angola_itt,default,0.0,13,0,0,2,0,,3366,1,0
810,Ethiopia - National Championships ITT,ETH ITT,natitt-eth,74,23,1810,1810,3.0,1,organisateurs@ethiopia-ch.et,(),(),champ_ethiopia_itt,default,0.0,13,0,0,2,0,,2530,1,0
811,Hungary - National Championships ITT,HUN TT,natitt-hun,40,23,1811,1811,4.0,1,info@bringasport.hu,(),(),champ_hungary_itt,default,0.0,13,0,0,2,0,,2532,1,0
812,Iran - National Championships ITT,IRN TT,natitt-irn,78,23,1812,1812,3.0,1,ircyclingfed@gmail.com,(),(),champ_iran_itt,default,0.0,13,0,0,2,0,,1662,1,0
813,Morocco - National Championships ITT,MAR ITT,natitt-mar,26,23,1813,1813,3.0,1,frmc56@gmail.com,(),(),champ_morocco_itt,default,0.0,13,0,0,2,0,,2142,1,0
814,Romania - National Championships ITT,ROM TT,natitt-rom,104,23,1814,1814,3.0,1,office@federatiadeciclism.ro,(),(),champ_romania_itt,default,0.0,13,0,0,2,0,,2537,1,0
815,Philippines - National Championships ITT,PHL TT,natitt-phl,88,23,1815,1815,3.0,1,philcycling@gmail.com,(),(),champ_philippines_itt,default,0.0,13,0,0,2,0,,2686,1,0
816,Thailand - National Championships ITT,THA TT,natitt-tha,82,23,1816,1816,4.0,1,taca1959@yahoo.com,(),(),champ_thailand_itt,default,0.0,13,0,0,2,0,,3622,1,0
817,Tunisia - National Championships ITT,TUN TT,natitt-tun,66,23,1817,1817,1.0,1,admin@ftcyclisme.tn,(),(),champ_tunisia_itt,default,0.0,13,0,0,2,0,,2198,1,0
818,Morocco - National Road Championships,MAR RR,nat-mar,26,22,1818,1818,9.0,1,frmc56@gmail.com,(),(),champ_morocco,cont_12,0.0,9,0,0,4,0,,2141,1,0
819,Philippines - National Road Championships,PHL RR,nat-phl,88,22,1819,1819,7.0,1,philcycling@gmail.com,(),(),champ_philippines,cont_12,0.0,9,0,0,4,0,,2688,1,0
820,Romania - National Road Championships,ROM RR,nat-rom,104,22,1820,1820,7.0,1,office@federatiadeciclism.ro,(),(),champ_romania,cont_12,0.0,9,0,0,4,0,,2536,1,0
821,Thailand - National Road Championships,THA RR,nat-tha,82,22,1821,1821,9.0,1,taca1959@yahoo.com,(),(),champ_thailand,cont_12,0.0,9,0,0,4,0,,3621,1,0
822,Tunisia - National Road Championships,TUN RR,nat-tun,66,22,1822,1822,3.0,1,admin@ftcyclisme.tn,(),(),champ_tunisia,cont_12,0.0,9,0,0,4,0,,2197,1,0
823,Liechtenstein - National Road Championships,LIE RR,nat-lie,125,22,1823,1823,2.0,1,organisateurs@liechtenstein-rr.li,(),(),champ_liechtenstein,cont_12,0.0,9,0,0,4,0,,0,1,0
824,Uganda - National Road Championships,UGA RR,nat-uga,115,22,1824,1824,2.0,1,organisateurs@uganda-rr.ug,(),(),champ_uganda,cont_12,0.0,9,0,0,4,0,,3359,1,0
825,Uganda - National Championships ITT,UGA TT,natitt-uga,115,23,1825,1825,1.0,1,organisateurs@uganda-ch.ug,(),(),champ_uganda_itt,default,0.0,13,0,0,2,0,,27669,1,0
826,Brunei - National Road Championships,BRN RR,nat-bru,120,22,1826,1826,2.0,1,organisateurs@brunei-rr.bn,(),(),champ_brunei,cont_12,0.0,9,0,0,4,0,,0,1,0
827,Brunei - National Championships ITT,BRN TT,natitt-bru,120,23,1827,1827,1.0,1,organisateurs@brunei-ch.bn,(),(),champ_brunei_itt,default,0.0,13,0,0,2,0,,0,1,0
828,Democratic Republic of the Congo - National Road Championships,COD RR,nat-cod,116,22,1828,1828,2.0,1,organisateurs@drcongo-rr.cd,(),(),champ_congo,cont_12,0.0,9,0,0,4,0,,0,1,0
829,Democratic Republic of the Congo - National Championships ITT,COD TT,natitt-cod,116,23,1829,1829,1.0,1,organisateurs@drcongo-ch.cd,(),(),champ_congo_itt,default,0.0,13,0,0,2,0,,0,1,0
830,Ghana - National Road Championships,GHA RR,nat-gha,129,22,1830,1830,2.0,1,organisateurs@ghana-rr.gh,(),(),champ_ghana,cont_12,0.0,9,0,0,4,0,,6788,1,0
831,Ghana - National Championships ITT,GHA TT,natitt-gha,129,23,1831,1831,1.0,1,organisateurs@ghana-ch.gh,(),(),champ_ghana_itt,default,0.0,13,0,0,2,0,,6789,1,0
832,Singapore - National Road Championships,SGP RR,nat-sgn,117,22,1832,1832,3.0,1,admin@singaporecycling.org.sg,(),(),champ_singapore,cont_12,0.0,9,0,0,4,0,,6375,1,0
833,Singapore - National Championships ITT,SGP TT,natitt-sgn,117,23,1833,1833,2.0,1,admin@singaporecycling.org.sg,(),(),champ_singapore_itt,default,0.0,13,0,0,2,0,,6376,1,0
834,Paraguay - National Road Championships,PRY RR,nat-pry,110,22,1834,1834,5.0,1,secretaria@fpc.org.py,(),(),champ_paraguay,cont_12,0.0,9,0,0,4,0,,1810,1,0
835,Paraguay - National Championships ITT,PRY TT,natitt-pry,110,23,1835,1835,2.0,1,secretaria@fpc.org.py,(),(),champ_paraguay_itt,default,0.0,13,0,0,2,0,,1811,1,0
836,Cambodia - National Road Championships,KHM RR,nat-khm,112,22,1836,1836,3.0,1,organisateurs@cambodia-rr.kh,(),(),champ_cambodia,cont_12,0.0,9,0,0,4,0,,25707,1,0
837,Cambodia - National Championships ITT,KHM TT,natitt-khm,112,23,1837,1837,1.0,1,organisateurs@cambodia-ch.kh,(),(),champ_cambodia_itt,default,0.0,13,0,0,2,0,,0,1,0
838,Malta - National Road Championships,MLT RR,nat-mlt,121,22,1838,1838,2.0,1,organisateurs@malta-rr.mt,(),(),champ_malta,cont_12,0.0,9,0,0,4,0,,2104,1,0
839,Malta - National Championships ITT,MLT TT,natitt-mlt,121,23,1839,1839,1.0,1,organisateurs@malta-ch.mt,(),(),champ_malta_itt,default,0.0,13,0,0,2,0,,2105,1,0
840,Laos - National Road Championships,LAO RR,nat-lao,113,22,1840,1840,2.0,1,laosctcling@gmail.com,(),(),champ_laos,cont_12,0.0,9,0,0,4,0,,21329,1,0
841,Laos - National Championships ITT,LAO TT,natitt-lao,113,23,1841,1841,1.0,1,laosctcling@gmail.com,(),(),champ_laos_itt,default,0.0,13,0,0,2,0,,21331,1,0
842,Cameroun - National Road Championships,CMR RR,nat-cmr,9,22,1842,1842,5.0,1,fecacyclisme2013@yahoo.fr;,(),(),champ_cameroon,cont_12,0.0,9,0,0,4,0,,2628,1,0
843,Cameroun - National Championships ITT,CMR TT,natitt-cmr,9,23,1843,1843,1.0,1,fecacyclisme2013@yahoo.fr;,(),(),champ_cameroon_itt,default,0.0,13,0,0,2,0,,0,1,0
844,Bahamas - National Road Championships,BHS RR,nat-bhs,119,22,1844,1844,2.0,1,organisateurs@bahamas-rr.bs,(),(),champ_bahamas,cont_12,0.0,9,0,0,4,0,,3351,1,0
845,Bahamas - National Championships ITT,BHS TT,natitt-bhs,119,23,1845,1845,1.0,1,organisateurs@bahamas-ch.bs,(),(),champ_bahamas_itt,default,0.0,13,0,0,2,0,,3352,1,0
846,Guam - National Championships ITT,GUM TT,natitt-gua,114,23,1846,1846,2.0,1,organisateurs@guam-ch.gu,(),(),champ_guam_itt,default,0.0,13,0,0,2,0,,24323,1,0
847,Guam - National Road Championships,GUM RR,nat-gua,114,22,1847,1847,3.0,1,organisateurs@guam-rr.gu,(),(),champ_guam,cont_12,0.0,9,0,0,4,0,,27667,1,0
848,North Macedonia - National Road Championships,MKD RR,nat-mkd,98,22,1848,1848,2.0,1,organisateurs@macedonia-rr.mk,(),(),champ_macedonia,cont_12,0.0,9,0,0,4,0,,2350,1,0
849,North Macedonia - National Championships ITT,MKD TT,natitt-mkd,98,23,1849,1849,1.0,1,organisateurs@macedonia-ch.mk,(),(),champ_macedonia_itt,default,0.0,13,0,0,2,0,,2351,1,0
850,Kuwait - National Road Championships,KUW RR,nat-kwt,107,22,1850,1850,3.0,1,organisateurs@kuwait-rr.kw,(),(),champ_kuwait,cont_12,0.0,9,0,0,4,0,,1362,1,0
851,Kuwait - National Championships ITT,KUW TT,natitt-kwt,107,23,1851,1851,1.0,1,organisateurs@kuwait-ch.kw,(),(),champ_kuwait_itt,default,0.0,13,0,0,2,0,,1363,1,0
852,Bahrain - National Road Championships,BHR RR,nat-bhr,106,22,1852,1852,4.0,1,bca.reg@gmail.com,(),(),champ_bahrain,cont_12,0.0,9,0,0,4,0,,2189,1,0
853,Bahrain - National Championships ITT,BHR TT,natitt-bhr,106,23,1853,1853,1.0,1,bca.reg@gmail.com,(),(),champ_bahrain_itt,default,0.0,13,0,0,2,0,,2190,1,0
854,Tour Cycliste International de la Guadeloupe,Guade,t2_guadeloupe,3,12,1854,10854,3.0,10,comptabilite@crcg.fr,"(215,207,106,635,520,393,233,419)",(),tourguadeloupe,t2_guadeloupe,1.0,2,0,0,3,0,,586,1,0
855,Baltic Chain Tour,Baltic,t2_baltic,12,12,1855,4855,10.0,4,info@proklubi.ee,"(184,182,273,274,599,622,615,180)",(),balticchain,t2_baltic,1.0,8,0,0,2,0,,391,1,0
859,Belgrade Banjaluka,Belgrade,t2_belgrade,108,12,1859,4859,5.0,4,beogradbanjaluka@gmail.com,"(415,250,450,179,614,220,239,162,410,172,170,336,575,650)",(),belgrade,t2_belgrade,1.0,5,1,0,2,0,,9018,1,0
863,Grand Prix Herning,Herning,c2_herning,10,18,1863,1863,8.0,1,bekfh@herning.dk,"(147,624,434,161,146,58,180,415,167,150,267,627,182,184,450,621,622,261,628,560,649)",(),herning,cont_12,1.0,10,0,0,3,0,,72,1,0
866,Grand Prix Yildizdagi,Erciyes,c2_erciyes,71,18,1866,1866,2.0,1,info@bisiklet.gov.tr,"(260,512,263,194,418,514,96,584)",(),erciyes,cont_12,0.0,10,0,0,3,0,,11357,1,0
875,Grand Prix de la Somme Conseil Départemental 80,Somme,c2_somme,3,18,1875,1875,2.0,1,contact@promotion-sport-picardie.com,"(595,597,591,590,589,169,658,168)",(),gpsomme,cont_12,1.0,9,0,0,3,0,,166,1,0
878,The Princess Maha Chakri Sirindhorn's Cup Tour of Thailand,Thaila,t1_thailand,82,11,1878,6878,7.0,6,taca1959@yahoo.com,"(216,176,269,446,363,423,218,200,313,242,196,248,264)",(),thailand,t1_thailand,1.0,3,1,0,3,0,,507,1,0
881,Tour of Bulgaria,Bulgaria,t2_bulgarie,54,12,1881,6881,3.0,6,contact@bgcf.bg,"(369,450,337,614,267,239,615,170,572,512,650)",(),bulgaria,t2_bulgarie,1.0,3,1,0,3,0,,955,1,0
882,Okolo jižních Čech / Tour of South Bohemia,Bohemia,t2_southbohemia,33,12,1882,4882,6.0,4,info@okolojiznichcech.cz,"(58,172,214,140,434,415,317,224,274,40,239,234,624,150,204,622,563,628,619,621,649)",(),bohemia,t2_southbohemia,1.0,4,0,0,3,0,,401,1,0
884,Vuelta a Colombia,Colom,t2_colombia,11,12,1884,10884,18.0,10,presidencia@federacioncolombianadeciclismo.com,"(215,520,238,217,419,198,349,43,524,501,516,519)",(),colombia,t2_colombia,1.0,2,1,0,3,0,,86,1,0
885,Vuelta Ciclística al Ecuador,VaEcua,t2_ecuador,94,12,1885,6885,12.0,6,secretaria@fec.ec,"(519,419,43,501,535,539,520,534,533)",(),ecuador,t2_ecuador,0.0,3,1,0,2,0,,672,1,0
891,Pune Grand Tour,PuneGT,t2_pune,86,12,1891,5891,2.0,5,secretarygeneral@cfiindia.in,"(92,110,393,238,200,228,612,423,363,184,216,196,264,412,254,557,596)",(),pune,t2_pune,1.0,5,1,0,3,0,,27605,1,0
892,Sun Hung Kai Properties Hong Kong Cyclothon,Cyclothon,c1_hkcyclothon,80,17,1892,1892,0.0,1,info@hktb.com,"(20,176,200,393,184,264,363,216,238,257,192)",(),hkcyclothon,cont_11,0.0,15,0,0,3,0,,8499,1,0
893,Tour de Korea,Korea,t1_korea,79,11,1893,5893,0.0,5,tourdekorea@sports.or.kr,"(216,176,269,446,363,423,218,200,313,242,196,248,264)",(),korea,t1_korea,0.0,4,1,0,3,0,,255,1,0
894,Uzbekistan - National Championships ITT,UZB TT,natitt-uzb,57,23,1894,1894,2.0,1,uzbcycling@mail.ru,(),(),champ_uzbekistan_itt,default,0.0,13,0,0,2,0,,2656,1,0
895,Uzbekistan - National Road Championships,UZB RR,nat-uzb,57,22,1895,1895,4.0,1,uzbcycling@mail.ru,(),(),champ_uzbekistan,cont_12,0.0,9,0,0,4,0,,2655,1,0
896,Vietnam - National Championships ITT,VNM TT,natitt-vnm,124,23,1896,1896,2.0,1,organisateurs@vietnam-ch.vn,(),(),champ_vietnam_itt,default,0.0,13,0,0,2,0,,8077,1,0
